M|開立|UY91834844|20170812|28997385|全家便利商店股份有限公司芎林富林分公司|悠遊卡|26182229|65|
D|UY91834844|45.0000000|蕃薯（４５元）|
D|UY91834844|20.0000000|茶葉蛋（銷售用）|
M|開立|UY91835131|20170813|28997385|全家便利商店股份有限公司芎林富林分公司|悠遊卡|26182229|79|
D|UY91835131|90.0000000|台灣生啤酒（１８天）|
D|UY91835131|-11.0000000|酒促|
M|開立|UY91836636|20170816|28997385|全家便利商店股份有限公司芎林富林分公司|悠遊卡|26182229|29|
D|UY91836636|29.0000000|加鹽黑松沙士|
M|開立|UY91838275|20170817|28997385|全家便利商店股份有限公司芎林富林分公司|悠遊卡|26182229|40|
D|UY91838275|40.0000000|蕃薯（４０元）|
M|開立|VD10154346|20170820|27942412|萊爾富國際(股)公司第3187分公司|悠遊卡|26182229|37|
D|VD10154346|37.0000000|台灣啤酒水果鳳梨|
M|開立|VA06069079|20170824|28997385|全家便利商店股份有限公司芎林富林分公司|悠遊卡|26182229|65|
D|VA06069079|10.0000000|茶葉蛋（銷售用）|
D|VA06069079|10.0000000|茶葉蛋（銷售用）|
D|VA06069079|45.0000000|蕃薯（４５元）|
M|開立|VA09115707|20170825|31637391|全家便利商店股份有限公司橫山致豐門市部|悠遊卡|26182229|30|
D|VA09115707|30.0000000|樂多綠茶|
M|開立|VA09115709|20170825|31637391|全家便利商店股份有限公司橫山致豐門市部|悠遊卡|26182229|65|
D|VA09115709|65.0000000|（舊）尊爵Ｇ１|
M|開立|VA09115744|20170825|31637391|全家便利商店股份有限公司橫山致豐門市部|悠遊卡|26182229|65|
D|VA09115744|10.0000000|茶葉蛋（銷售用）|
D|VA09115744|10.0000000|茶葉蛋（銷售用）|
D|VA09115744|45.0000000|蕃薯（４５元）|
M|開立|VS79044027|20170711|16606102|網路家庭國際資訊股份有限公司|手機條碼|/+69WYM2|679|
D|VS79044027|679.0000000|【企鵝寶寶】ARC-956A變頻冷氣萬用遙控器|
M|開立|VY32634030|20170807|24317014|康太數位整合股份有限公司|手機條碼|/+69WYM2|890|
D|VY32634030|890.0000000|17Life購物金|
M|開立|VT81634889|20170824|27365925|富邦媒體科技股份有限公司|手機條碼|/+69WYM2|1131|
D|VT81634889|1131.0000000|【美國Stanley】經典單手保溫咖啡杯591ml(錘紋藍)|
